,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22
STSBenchmark,6.251395153144979e-05,3.941717920315366e-05,2.6498114006164633e-05,2.677152558460965e-05,1.7889297620903967e-05,1.8075990138200073e-05,1.8291130388771745e-05,1.9293474091825852e-05,1.9878708181307736e-05,0.00018357132801426386,5.21303842635216e-05,1.3482030412635146e-05,1.3578126019265325e-05,1.3768742368804854e-05,1.4153680625482674e-05,2.014031280916925e-05,1.9029903315864936e-05,1.699635215171147e-05,1.566537850550561e-05,1.4234273568801338e-05,1.3358258630924512e-05,1.4042010756903063e-05
